age,weight,height,gender,goal,level,steps,location,mon,tue,wed,thu,fri,sat,sun
33,55,189,M,Поддержание,Средний,6692,Зал,Тяга штанги в наклоне 4x10,Шраги 3x12,Тяга штанги в наклоне 4x10,Бег 20 мин,Тяга штанги в наклоне 4x10,Тяга штанги в наклоне 4x10,Тяга штанги в наклоне 4x10
29,78,191,M,Поддержание,Начинающий,6818,Зал,Шраги 3x12,Шраги 3x12,Жим лёжа 4x8,Бег 20 мин,Растяжка 15 мин,Тяга штанги в наклоне 4x10,Растяжка 15 мин
23,58,182,F,Поддержание,Начинающий,5212,Зал,Плавание 45 мин,Гиперэкстензия 3x15,Йога 30 мин,Гиперэкстензия 3x15,Бег 20 мин,Присед 4x10,Гиперэкстензия 3x15
42,90,166,F,Поддержание,Средний,8155,Зал,Бег 20 мин,Бег 20 мин,Растяжка 15 мин,Жим лёжа 4x8,Шраги 3x12,Гиперэкстензия 3x15,Присед 4x10
27,57,164,M,Поддержание,Средний,4639,Зал,Гиперэкстензия 3x15,Функционалка 30 мин,Жим лёжа 4x8,Бег 20 мин,Кардио 30 мин,Гиперэкстензия 3x15,Шраги 3x12
33,55,176,M,Поддержание,Продвинутый,5278,Зал,Плавание 45 мин,Бег 20 мин,Бег 20 мин,Растяжка 15 мин,Жим лёжа 4x8,Жим лёжа 4x8,Плавание 45 мин
21,64,161,F,Поддержание,Начинающий,9264,Зал,Жим лёжа 4x8,Гиперэкстензия 3x15,Присед 4x10,Растяжка 15 мин,Присед 4x10,Кардио 30 мин,Жим лёжа 4x8
45,94,165,F,Поддержание,Начинающий,11969,Зал,Шраги 3x12,Тяга штанги в наклоне 4x10,Шраги 3x12,Жим лёжа 4x8,Плавание 45 мин,Плавание 45 мин,Присед 4x10
35,74,164,M,Поддержание,Начинающий,9435,Зал,Тяга штанги в наклоне 4x10,Шраги 3x12,Гиперэкстензия 3x15,Бег 20 мин,Шраги 3x12,Шраги 3x12,Кардио 30 мин
52,62,189,F,Поддержание,Начинающий,9856,Зал,Функционалка 30 мин,Бег 20 мин,Бег 20 мин,Шраги 3x12,Присед 4x10,Йога 30 мин,Тяга штанги в наклоне 4x10
30,92,163,M,Поддержание,Начинающий,9377,Дом,Йога 30 мин,Функционалка 30 мин,Берпи 3x20,Приседания 4x15,Йога 30 мин,Кардио 25 мин,Йога 30 мин
22,66,172,M,Поддержание,Начинающий,6072,Дом,Кардио 25 мин,Берпи 3x20,Приседания 4x15,Функционалка 30 мин,Берпи 3x20,Йога 30 мин,Функционалка 30 мин
55,76,164,F,Поддержание,Начинающий,11473,Дом,Кардио 25 мин,Берпи 3x20,Отжимания 4x12,Планка 3x1 мин,Берпи 3x20,Берпи 3x20,Планка 3x1 мин
25,90,186,M,Поддержание,Средний,8605,Дом,Йога 30 мин,Йога 30 мин,Функционалка 30 мин,Кардио 25 мин,Планка 3x1 мин,Кардио 25 мин,Берпи 3x20
26,61,178,M,Поддержание,Продвинутый,4905,Дом,Кардио 25 мин,Кардио 25 мин,Отжимания 4x12,Йога 30 мин,Растяжка 15 мин,Функционалка 30 мин,Берпи 3x20
36,95,187,F,Поддержание,Начинающий,10322,Дом,Функционалка 30 мин,Кардио 25 мин,Отжимания 4x12,Кардио 25 мин,Растяжка 15 мин,Растяжка 15 мин,Отжимания 4x12
26,90,164,M,Поддержание,Продвинутый,11633,Дом,Функционалка 30 мин,Отжимания 4x12,Растяжка 15 мин,Отжимания 4x12,Йога 30 мин,Растяжка 15 мин,Йога 30 мин
39,56,192,M,Поддержание,Продвинутый,6119,Дом,Берпи 3x20,Йога 30 мин,Отжимания 4x12,Йога 30 мин,Берпи 3x20,Кардио 25 мин,Приседания 4x15
41,56,180,M,Поддержание,Начинающий,8897,Дом,Йога 30 мин,Отжимания 4x12,Планка 3x1 мин,Йога 30 мин,Функционалка 30 мин,Йога 30 мин,Кардио 25 мин
46,95,195,M,Поддержание,Средний,9405,Дом,Отжимания 4x12,Йога 30 мин,Отжимания 4x12,Йога 30 мин,Планка 3x1 мин,Отжимания 4x12,Функционалка 30 мин
44,60,182,M,Поддержание,Продвинутый,10965,Дом,Планка 3x1 мин,Йога 30 мин,Функционалка 30 мин,Берпи 3x20,Функционалка 30 мин,Функционалка 30 мин,Планка 3x1 мин
29,55,183,M,Поддержание,Начинающий,5451,Дом,Планка 3x1 мин,Планка 3x1 мин,Планка 3x1 мин,Йога 30 мин,Приседания 4x15,Кардио 25 мин,Функционалка 30 мин
47,94,166,M,Поддержание,Продвинутый,4653,Дом,Кардио 25 мин,Берпи 3x20,Йога 30 мин,Растяжка 15 мин,Растяжка 15 мин,Приседания 4x15,Кардио 25 мин
54,63,183,M,Поддержание,Продвинутый,4897,Дом,Функционалка 30 мин,Планка 3x1 мин,Планка 3x1 мин,Берпи 3x20,Кардио 25 мин,Берпи 3x20,Кардио 25 мин
42,75,184,M,Поддержание,Продвинутый,7622,Дом,Отжимания 4x12,Кардио 25 мин,Отжимания 4x12,Приседания 4x15,Кардио 25 мин,Функционалка 30 мин,Отжимания 4x12
53,90,183,M,Поддержание,Начинающий,5946,Дом,Планка 3x1 мин,Функционалка 30 мин,Берпи 3x20,Йога 30 мин,Берпи 3x20,Берпи 3x20,Планка 3x1 мин
18,81,189,F,Поддержание,Средний,8549,Дом,Растяжка 15 мин,Планка 3x1 мин,Кардио 25 мин,Функционалка 30 мин,Отжимания 4x12,Функционалка 30 мин,Растяжка 15 мин
27,94,193,F,Поддержание,Средний,6624,Дом,Отжимания 4x12,Кардио 25 мин,Планка 3x1 мин,Функционалка 30 мин,Функционалка 30 мин,Функционалка 30 мин,Берпи 3x20
26,61,166,M,Поддержание,Продвинутый,5508,Дом,Функционалка 30 мин,Функционалка 30 мин,Кардио 25 мин,Отжимания 4x12,Приседания 4x15,Берпи 3x20,Йога 30 мин
50,73,178,M,Поддержание,Начинающий,4731,Дом,Отжимания 4x12,Берпи 3x20,Берпи 3x20,Кардио 25 мин,Кардио 25 мин,Растяжка 15 мин,Планка 3x1 мин
41,86,194,F,Поддержание,Начинающий,8830,Дом,Берпи 3x20,Функционалка 30 мин,Растяжка 15 мин,Отжимания 4x12,Отжимания 4x12,Отжимания 4x12,Йога 30 мин
37,76,170,F,Поддержание,Средний,8759,Дом,Кардио 25 мин,Йога 30 мин,Кардио 25 мин,Берпи 3x20,Функционалка 30 мин,Функционалка 30 мин,Йога 30 мин
26,67,161,M,Поддержание,Продвинутый,7861,Дом,Функционалка 30 мин,Отжимания 4x12,Растяжка 15 мин,Приседания 4x15,Приседания 4x15,Кардио 25 мин,Берпи 3x20
19,71,164,F,Поддержание,Начинающий,4323,Дом,Приседания 4x15,Берпи 3x20,Кардио 25 мин,Приседания 4x15,Йога 30 мин,Берпи 3x20,Берпи 3x20
18,72,174,M,Поддержание,Средний,10997,Дом,Приседания 4x15,Отжимания 4x12,Берпи 3x20,Планка 3x1 мин,Берпи 3x20,Отжимания 4x12,Растяжка 15 мин
54,60,189,F,Поддержание,Средний,5672,Дом,Кардио 25 мин,Растяжка 15 мин,Отжимания 4x12,Кардио 25 мин,Растяжка 15 мин,Кардио 25 мин,Йога 30 мин
53,55,162,F,Поддержание,Продвинутый,6590,Дом,Функционалка 30 мин,Планка 3x1 мин,Йога 30 мин,Приседания 4x15,Йога 30 мин,Приседания 4x15,Планка 3x1 мин
48,70,194,M,Поддержание,Начинающий,8785,Дом,Отжимания 4x12,Растяжка 15 мин,Планка 3x1 мин,Йога 30 мин,Кардио 25 мин,Приседания 4x15,Отжимания 4x12
28,65,195,F,Поддержание,Начинающий,10791,Дом,Берпи 3x20,Планка 3x1 мин,Отжимания 4x12,Кардио 25 мин,Йога 30 мин,Планка 3x1 мин,Растяжка 15 мин
37,82,189,F,Поддержание,Начинающий,4234,Дом,Берпи 3x20,Планка 3x1 мин,Приседания 4x15,Планка 3x1 мин,Берпи 3x20,Кардио 25 мин,Планка 3x1 мин
28,61,190,F,Поддержание,Продвинутый,11030,Дом,Растяжка 15 мин,Кардио 25 мин,Растяжка 15 мин,Отжимания 4x12,Растяжка 15 мин,Растяжка 15 мин,Йога 30 мин
32,82,169,F,Поддержание,Средний,4359,Дом,Берпи 3x20,Кардио 25 мин,Йога 30 мин,Приседания 4x15,Берпи 3x20,Приседания 4x15,Растяжка 15 мин
28,74,176,M,Поддержание,Продвинутый,6582,Дом,Функционалка 30 мин,Функционалка 30 мин,Растяжка 15 мин,Планка 3x1 мин,Планка 3x1 мин,Растяжка 15 мин,Приседания 4x15
47,64,180,M,Поддержание,Начинающий,4961,Дом,Планка 3x1 мин,Кардио 25 мин,Планка 3x1 мин,Берпи 3x20,Функционалка 30 мин,Йога 30 мин,Берпи 3x20
40,56,183,F,Поддержание,Продвинутый,6107,Дом,Функционалка 30 мин,Приседания 4x15,Кардио 25 мин,Приседания 4x15,Растяжка 15 мин,Йога 30 мин,Кардио 25 мин
21,71,191,M,Поддержание,Средний,4855,Дом,Отжимания 4x12,Приседания 4x15,Йога 30 мин,Йога 30 мин,Функционалка 30 мин,Отжимания 4x12,Функционалка 30 мин
49,67,189,M,Поддержание,Начинающий,9755,Дом,Приседания 4x15,Приседания 4x15,Функционалка 30 мин,Кардио 25 мин,Растяжка 15 мин,Растяжка 15 мин,Йога 30 мин
39,58,175,F,Поддержание,Продвинутый,9366,Дом,Планка 3x1 мин,Функционалка 30 мин,Планка 3x1 мин,Кардио 25 мин,Планка 3x1 мин,Кардио 25 мин,Берпи 3x20
35,69,171,M,Поддержание,Средний,5981,Дом,Приседания 4x15,Функционалка 30 мин,Растяжка 15 мин,Кардио 25 мин,Функционалка 30 мин,Йога 30 мин,Кардио 25 мин
25,83,179,F,Поддержание,Начинающий,5023,Дом,Планка 3x1 мин,Берпи 3x20,Йога 30 мин,Отжимания 4x12,Кардио 25 мин,Йога 30 мин,Планка 3x1 мин
18,74,173,F,Поддержание,Средний,6182,Дом,Функционалка 30 мин,Кардио 25 мин,Растяжка 15 мин,Берпи 3x20,Кардио 25 мин,Планка 3x1 мин,Приседания 4x15
53,91,193,M,Поддержание,Средний,7614,Дом,Функционалка 30 мин,Берпи 3x20,Приседания 4x15,Функционалка 30 мин,Берпи 3x20,Отжимания 4x12,Йога 30 мин
55,73,161,M,Поддержание,Средний,11256,Дом,Отжимания 4x12,Планка 3x1 мин,Приседания 4x15,Йога 30 мин,Берпи 3x20,Приседания 4x15,Планка 3x1 мин
34,67,160,M,Поддержание,Продвинутый,11205,Дом,Кардио 25 мин,Планка 3x1 мин,Кардио 25 мин,Йога 30 мин,Планка 3x1 мин,Отжимания 4x12,Отжимания 4x12
22,56,168,F,Поддержание,Средний,7546,Дом,Отжимания 4x12,Кардио 25 мин,Приседания 4x15,Йога 30 мин,Функционалка 30 мин,Приседания 4x15,Кардио 25 мин
43,79,167,M,Поддержание,Продвинутый,4526,Дом,Отжимания 4x12,Отжимания 4x12,Отжимания 4x12,Отжимания 4x12,Приседания 4x15,Функционалка 30 мин,Планка 3x1 мин
50,75,187,M,Поддержание,Начинающий,9789,Дом,Приседания 4x15,Планка 3x1 мин,Приседания 4x15,Функционалка 30 мин,Отжимания 4x12,Функционалка 30 мин,Кардио 25 мин
18,85,166,F,Поддержание,Начинающий,8922,Дом,Приседания 4x15,Берпи 3x20,Планка 3x1 мин,Кардио 25 мин,Растяжка 15 мин,Отжимания 4x12,Растяжка 15 мин
22,81,170,M,Поддержание,Продвинутый,7923,Дом,Берпи 3x20,Приседания 4x15,Планка 3x1 мин,Кардио 25 мин,Отжимания 4x12,Растяжка 15 мин,Кардио 25 мин
26,72,173,F,Поддержание,Продвинутый,8733,Дом,Приседания 4x15,Планка 3x1 мин,Приседания 4x15,Отжимания 4x12,Функционалка 30 мин,Кардио 25 мин,Функционалка 30 мин
43,57,182,F,Поддержание,Средний,11892,Дом,Планка 3x1 мин,Йога 30 мин,Йога 30 мин,Растяжка 15 мин,Йога 30 мин,Йога 30 мин,Приседания 4x15
32,69,161,F,Поддержание,Средний,10879,Дом,Отжимания 4x12,Планка 3x1 мин,Растяжка 15 мин,Приседания 4x15,Йога 30 мин,Функционалка 30 мин,Планка 3x1 мин
25,73,171,F,Поддержание,Средний,6322,Дом,Растяжка 15 мин,Приседания 4x15,Функционалка 30 мин,Берпи 3x20,Отжимания 4x12,Кардио 25 мин,Кардио 25 мин
28,71,175,F,Поддержание,Начинающий,4517,Дом,Йога 30 мин,Функционалка 30 мин,Берпи 3x20,Растяжка 15 мин,Планка 3x1 мин,Планка 3x1 мин,Функционалка 30 мин
30,75,167,M,Поддержание,Продвинутый,7458,Дом,Йога 30 мин,Приседания 4x15,Отжимания 4x12,Кардио 25 мин,Кардио 25 мин,Берпи 3x20,Планка 3x1 мин
43,80,168,M,Поддержание,Начинающий,8506,Дом,Йога 30 мин,Приседания 4x15,Функционалка 30 мин,Йога 30 мин,Приседания 4x15,Растяжка 15 мин,Планка 3x1 мин
21,93,164,F,Поддержание,Средний,7286,Дом,Йога 30 мин,Йога 30 мин,Планка 3x1 мин,Отжимания 4x12,Планка 3x1 мин,Отжимания 4x12,Функционалка 30 мин
25,55,181,M,Поддержание,Начинающий,7035,Дом,Функционалка 30 мин,Кардио 25 мин,Йога 30 мин,Берпи 3x20,Берпи 3x20,Берпи 3x20,Йога 30 мин
32,72,178,M,Поддержание,Средний,5131,Дом,Функционалка 30 мин,Планка 3x1 мин,Функционалка 30 мин,Приседания 4x15,Функционалка 30 мин,Функционалка 30 мин,Приседания 4x15
51,64,167,F,Поддержание,Начинающий,11912,Дом,Функционалка 30 мин,Отжимания 4x12,Берпи 3x20,Отжимания 4x12,Функционалка 30 мин,Берпи 3x20,Берпи 3x20
46,75,163,F,Поддержание,Начинающий,11672,Дом,Планка 3x1 мин,Берпи 3x20,Растяжка 15 мин,Кардио 25 мин,Растяжка 15 мин,Функционалка 30 мин,Растяжка 15 мин
50,92,184,M,Поддержание,Начинающий,4339,Дом,Берпи 3x20,Отжимания 4x12,Отжимания 4x12,Функционалка 30 мин,Приседания 4x15,Планка 3x1 мин,Кардио 25 мин
18,80,163,M,Поддержание,Начинающий,10911,Дом,Кардио 25 мин,Приседания 4x15,Кардио 25 мин,Берпи 3x20,Йога 30 мин,Растяжка 15 мин,Берпи 3x20
27,74,182,F,Поддержание,Продвинутый,11514,Дом,Приседания 4x15,Йога 30 мин,Йога 30 мин,Йога 30 мин,Йога 30 мин,Берпи 3x20,Функционалка 30 мин
41,74,186,M,Поддержание,Продвинутый,8113,Дом,Кардио 25 мин,Приседания 4x15,Приседания 4x15,Планка 3x1 мин,Планка 3x1 мин,Йога 30 мин,Приседания 4x15
23,88,170,M,Поддержание,Средний,11564,Дом,Растяжка 15 мин,Кардио 25 мин,Кардио 25 мин,Йога 30 мин,Планка 3x1 мин,Функционалка 30 мин,Функционалка 30 мин
50,88,193,M,Поддержание,Начинающий,8776,Дом,Йога 30 мин,Растяжка 15 мин,Планка 3x1 мин,Планка 3x1 мин,Приседания 4x15,Йога 30 мин,Йога 30 мин
24,93,182,F,Поддержание,Начинающий,5705,Дом,Йога 30 мин,Кардио 25 мин,Берпи 3x20,Берпи 3x20,Йога 30 мин,Кардио 25 мин,Приседания 4x15
48,93,167,F,Поддержание,Продвинутый,5368,Дом,Приседания 4x15,Отжимания 4x12,Растяжка 15 мин,Планка 3x1 мин,Берпи 3x20,Приседания 4x15,Приседания 4x15
19,94,192,F,Поддержание,Продвинутый,6484,Дом,Приседания 4x15,Йога 30 мин,Приседания 4x15,Берпи 3x20,Йога 30 мин,Планка 3x1 мин,Йога 30 мин
45,72,164,M,Поддержание,Средний,10795,Дом,Растяжка 15 мин,Планка 3x1 мин,Растяжка 15 мин,Планка 3x1 мин,Отжимания 4x12,Приседания 4x15,Берпи 3x20
44,80,183,M,Поддержание,Средний,9782,Дом,Кардио 25 мин,Растяжка 15 мин,Планка 3x1 мин,Растяжка 15 мин,Функционалка 30 мин,Берпи 3x20,Функционалка 30 мин
50,89,171,F,Поддержание,Продвинутый,8249,Дом,Кардио 25 мин,Планка 3x1 мин,Берпи 3x20,Йога 30 мин,Функционалка 30 мин,Кардио 25 мин,Отжимания 4x12
28,82,163,M,Поддержание,Начинающий,9864,Дом,Растяжка 15 мин,Берпи 3x20,Приседания 4x15,Кардио 25 мин,Йога 30 мин,Приседания 4x15,Кардио 25 мин
42,58,168,M,Поддержание,Начинающий,5452,Дом,Кардио 25 мин,Планка 3x1 мин,Отжимания 4x12,Отжимания 4x12,Кардио 25 мин,Берпи 3x20,Приседания 4x15
39,94,195,M,Поддержание,Продвинутый,8750,Дом,Отжимания 4x12,Планка 3x1 мин,Отжимания 4x12,Планка 3x1 мин,Функционалка 30 мин,Йога 30 мин,Планка 3x1 мин
48,61,183,M,Поддержание,Начинающий,4819,Дом,Планка 3x1 мин,Приседания 4x15,Берпи 3x20,Растяжка 15 мин,Отжимания 4x12,Планка 3x1 мин,Растяжка 15 мин
51,66,174,F,Поддержание,Средний,10883,Дом,Кардио 25 мин,Йога 30 мин,Планка 3x1 мин,Планка 3x1 мин,Йога 30 мин,Приседания 4x15,Приседания 4x15
22,91,168,M,Поддержание,Начинающий,6375,Дом,Отжимания 4x12,Берпи 3x20,Растяжка 15 мин,Планка 3x1 мин,Приседания 4x15,Планка 3x1 мин,Функционалка 30 мин
49,91,184,F,Поддержание,Продвинутый,7422,Дом,Растяжка 15 мин,Планка 3x1 мин,Кардио 25 мин,Отжимания 4x12,Йога 30 мин,Функционалка 30 мин,Приседания 4x15
29,77,171,F,Поддержание,Начинающий,10172,Улица,Скандинавская ходьба 45 мин,Бег 30 мин,Отжимания на турнике 3x10,Кардио 30 мин,Кардио 30 мин,Бег 30 мин,Отжимания на турнике 3x10
31,92,184,F,Поддержание,Продвинутый,10314,Улица,Прогулка 60 мин,Прогулка 60 мин,Бег 30 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин
26,55,169,F,Поддержание,Продвинутый,11377,Улица,Вело 40 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин
54,56,172,F,Поддержание,Начинающий,5925,Улица,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Кардио 30 мин,Вело 40 мин,Бег 30 мин
52,76,183,F,Поддержание,Продвинутый,8551,Улица,Бег 30 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Прогулка 60 мин
50,89,182,F,Поддержание,Продвинутый,6249,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин
23,62,166,F,Поддержание,Продвинутый,10084,Улица,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10
43,56,181,F,Поддержание,Продвинутый,8081,Улица,Скандинавская ходьба 45 мин,Прогулка 60 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Кардио 30 мин,Вело 40 мин
35,77,183,F,Поддержание,Средний,8931,Улица,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Вело 40 мин
48,63,176,F,Поддержание,Продвинутый,4534,Улица,Бег 30 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Бег 30 мин,Прыжки через скакалку 3x1 мин
33,68,177,F,Поддержание,Продвинутый,8227,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Бег 30 мин
45,83,164,M,Поддержание,Продвинутый,7348,Улица,Отжимания на турнике 3x10,Вело 40 мин,Кардио 30 мин,Бег 30 мин,Кардио 30 мин,Кардио 30 мин,Бег 30 мин
48,70,184,M,Поддержание,Средний,9824,Улица,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Вело 40 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин
24,62,165,M,Поддержание,Средний,6558,Улица,Прыжки через скакалку 3x1 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Кардио 30 мин
51,62,161,F,Поддержание,Начинающий,4481,Улица,Бег 30 мин,Бег 30 мин,Кардио 30 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10
43,55,180,F,Поддержание,Начинающий,4442,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Бег 30 мин,Бег 30 мин,Прогулка 60 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин
21,80,195,M,Поддержание,Продвинутый,4195,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Вело 40 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин
41,58,163,M,Поддержание,Начинающий,8696,Улица,Вело 40 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин
35,73,166,F,Поддержание,Начинающий,8171,Улица,Кардио 30 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин
18,60,191,M,Поддержание,Начинающий,5030,Улица,Прогулка 60 мин,Бег 30 мин,Прогулка 60 мин,Вело 40 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Вело 40 мин
23,61,177,M,Поддержание,Средний,10907,Улица,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Скандинавская ходьба 45 мин
35,63,185,F,Поддержание,Продвинутый,6585,Улица,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Вело 40 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин
21,69,161,M,Поддержание,Начинающий,9739,Улица,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Кардио 30 мин
51,90,193,M,Поддержание,Средний,9277,Улица,Вело 40 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Отжимания на турнике 3x10,Кардио 30 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин
20,79,188,F,Поддержание,Начинающий,8880,Улица,Вело 40 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Вело 40 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин
37,69,160,F,Поддержание,Начинающий,10714,Улица,Вело 40 мин,Вело 40 мин,Вело 40 мин,Бег 30 мин,Кардио 30 мин,Кардио 30 мин,Отжимания на турнике 3x10
19,87,171,M,Поддержание,Начинающий,4719,Улица,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Бег 30 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин
54,78,178,M,Поддержание,Начинающий,4329,Улица,Вело 40 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Бег 30 мин,Вело 40 мин,Бег 30 мин
32,86,195,F,Поддержание,Продвинутый,6815,Улица,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Бег 30 мин,Кардио 30 мин,Прыжки через скакалку 3x1 мин
26,77,185,M,Поддержание,Продвинутый,6767,Улица,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Бег 30 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10
37,78,163,M,Поддержание,Начинающий,4216,Улица,Бег 30 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Вело 40 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Прогулка 60 мин
33,85,183,M,Поддержание,Начинающий,7639,Улица,Бег 30 мин,Прогулка 60 мин,Кардио 30 мин,Вело 40 мин,Бег 30 мин,Вело 40 мин,Прогулка 60 мин
36,72,186,F,Поддержание,Продвинутый,4241,Улица,Скандинавская ходьба 45 мин,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин
44,62,174,M,Поддержание,Продвинутый,5659,Улица,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Вело 40 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Отжимания на турнике 3x10
18,58,168,F,Поддержание,Средний,11973,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Кардио 30 мин,Бег 30 мин
43,71,173,F,Поддержание,Начинающий,7120,Улица,Прыжки через скакалку 3x1 мин,Бег 30 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Кардио 30 мин,Кардио 30 мин
20,78,175,F,Поддержание,Начинающий,8098,Улица,Вело 40 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Бег 30 мин,Прыжки через скакалку 3x1 мин,Вело 40 мин,Прогулка 60 мин
25,88,184,F,Поддержание,Начинающий,7695,Улица,Вело 40 мин,Вело 40 мин,Бег 30 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Кардио 30 мин,Кардио 30 мин
39,82,182,F,Поддержание,Средний,5046,Улица,Кардио 30 мин,Отжимания на турнике 3x10,Бег 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Бег 30 мин,Вело 40 мин
49,69,165,M,Поддержание,Продвинутый,4800,Улица,Вело 40 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Скандинавская ходьба 45 мин
34,73,172,F,Поддержание,Начинающий,8965,Улица,Кардио 30 мин,Бег 30 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Кардио 30 мин,Отжимания на турнике 3x10
46,70,189,F,Поддержание,Средний,6321,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Вело 40 мин,Отжимания на турнике 3x10
26,59,178,F,Поддержание,Средний,5494,Улица,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Отжимания на турнике 3x10
39,60,175,F,Поддержание,Начинающий,7632,Улица,Бег 30 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Бег 30 мин,Прыжки через скакалку 3x1 мин,Кардио 30 мин,Отжимания на турнике 3x10
43,68,161,F,Поддержание,Продвинутый,11311,Улица,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Отжимания на турнике 3x10
